"","Day","Month","Year","Extent"
"3713",2,7,1993,10.809
"3714",3,7,1993,10.751
"3715",4,7,1993,10.67
"3716",5,7,1993,10.571
"3717",6,7,1993,10.416
"3718",7,7,1993,10.176
"3719",8,7,1993,10.098
"3720",9,7,1993,10.003
"3721",10,7,1993,9.909
"3722",11,7,1993,9.735
"3723",12,7,1993,9.619
"3724",13,7,1993,9.583
"3725",14,7,1993,9.488
"3726",15,7,1993,9.449
"3727",16,7,1993,9.326
"3728",17,7,1993,9.293
"3729",18,7,1993,9.172
"3730",19,7,1993,9.062
"3731",20,7,1993,9.047
"3732",21,7,1993,9.068
"3733",22,7,1993,8.944
"3734",23,7,1993,8.849
"3735",24,7,1993,8.827
"3736",25,7,1993,8.76
"3737",26,7,1993,8.679
"3738",27,7,1993,8.594
"3739",28,7,1993,8.5
"3740",29,7,1993,8.498
"3741",30,7,1993,8.518
"3742",31,7,1993,8.508
"3743",1,8,1993,8.306
"3744",2,8,1993,8.204
"3745",3,8,1993,8.134
"3746",4,8,1993,8.128
"3747",5,8,1993,8.119
"3748",6,8,1993,8.07
"3749",7,8,1993,7.96
"3750",8,8,1993,7.912
"3751",9,8,1993,7.852
"3752",10,8,1993,7.757
"3753",11,8,1993,7.633
"3754",12,8,1993,7.56
"3755",13,8,1993,7.443
"3756",14,8,1993,7.41
"3757",15,8,1993,7.326
"3758",16,8,1993,7.247
"3759",17,8,1993,7.208
"3760",18,8,1993,7.194
"3761",19,8,1993,7.12
"3762",20,8,1993,7.079
"3763",21,8,1993,7.009
"3764",22,8,1993,6.934
"3765",23,8,1993,6.856
"3766",24,8,1993,6.814
"3767",25,8,1993,6.853
"3768",26,8,1993,6.714
"3769",27,8,1993,6.633
"3770",28,8,1993,6.528
"3771",29,8,1993,6.469
"3772",30,8,1993,6.464
"3773",31,8,1993,6.449
"3774",1,9,1993,6.348
"3775",2,9,1993,6.321
"3776",3,9,1993,6.304
"3777",4,9,1993,6.265
"3778",5,9,1993,6.205
"3779",6,9,1993,6.163
"3780",7,9,1993,6.162
"3781",8,9,1993,6.175
"3782",9,9,1993,6.218
"3783",10,9,1993,6.206
"3784",11,9,1993,6.22
"3785",12,9,1993,6.201
"3786",13,9,1993,6.161
"3787",14,9,1993,6.189
"3788",15,9,1993,6.189
"3789",16,9,1993,6.212
"3790",17,9,1993,6.295
"3791",18,9,1993,6.352
"3792",19,9,1993,6.365
"3793",20,9,1993,6.391
"3794",21,9,1993,6.341
"3795",22,9,1993,6.401
"3796",23,9,1993,6.457
"3797",24,9,1993,6.52
"3798",25,9,1993,6.64
"3799",26,9,1993,6.778
"3800",27,9,1993,6.9
"3801",28,9,1993,6.91
"3802",29,9,1993,6.99
"3803",30,9,1993,7.021
"3804",1,10,1993,7.251
"3805",2,10,1993,7.312
"3806",3,10,1993,7.292
"3807",4,10,1993,7.401
"3808",5,10,1993,7.65
"3809",6,10,1993,7.862
"3810",7,10,1993,8.057
"3811",8,10,1993,8.188
"3812",9,10,1993,8.336
"3813",10,10,1993,8.376
"3814",11,10,1993,8.535
"3815",12,10,1993,8.713
"3816",13,10,1993,8.883
"3817",14,10,1993,8.935
"3818",15,10,1993,8.908
"3819",16,10,1993,8.873
"3820",17,10,1993,8.886
"3821",18,10,1993,8.939
"3822",19,10,1993,8.999
"3823",20,10,1993,9.046
"3824",21,10,1993,9.147
"3825",22,10,1993,9.233
"3826",23,10,1993,9.358
"3827",24,10,1993,9.522
"3828",25,10,1993,9.596
"3829",26,10,1993,9.62
"3830",27,10,1993,9.684
"3831",28,10,1993,9.776
"3832",29,10,1993,9.849
"3833",30,10,1993,9.985
"3834",31,10,1993,10.158
"3835",1,11,1993,10.29
"3836",2,11,1993,10.424
"3837",3,11,1993,10.553
"3838",4,11,1993,10.639
"3839",5,11,1993,10.7
"3840",6,11,1993,10.794
"3841",7,11,1993,10.874
"3842",8,11,1993,10.988
"3843",9,11,1993,11.031
"3844",10,11,1993,11.032
"3845",11,11,1993,11.082
"3846",12,11,1993,11.14
"3847",13,11,1993,11.286
"3848",14,11,1993,11.326
"3849",15,11,1993,11.422
"3850",16,11,1993,11.361
"3851",17,11,1993,11.413
"3852",18,11,1993,11.435
"3853",19,11,1993,11.511
"3854",20,11,1993,11.61
"3855",21,11,1993,11.55
"3856",22,11,1993,11.594
"3857",23,11,1993,11.653
"3858",24,11,1993,11.746
"3859",25,11,1993,11.889
"3860",26,11,1993,11.917
"3861",27,11,1993,11.994
"3862",28,11,1993,12.04
"3863",29,11,1993,12.108
"3864",30,11,1993,12.16
"3865",1,12,1993,12.288
"3866",2,12,1993,12.345
"3867",3,12,1993,12.431
"3868",4,12,1993,12.475
"3869",5,12,1993,12.633
"3870",6,12,1993,12.69
"3871",7,12,1993,12.772
"3872",8,12,1993,12.97
"3873",9,12,1993,13.033
"3874",10,12,1993,13.147
"3875",11,12,1993,13.225
"3876",12,12,1993,13.246
"3877",13,12,1993,13.188
"3878",14,12,1993,13.281
"3879",15,12,1993,13.354
"3880",16,12,1993,13.414
"3881",17,12,1993,13.453
"3882",18,12,1993,13.59
"3883",19,12,1993,13.645
"3884",20,12,1993,13.783
"3885",21,12,1993,13.678
"3886",22,12,1993,13.68
"3887",23,12,1993,13.623
"3888",24,12,1993,13.631
"3889",25,12,1993,13.786
"3890",26,12,1993,13.867
"3891",27,12,1993,13.903
"3892",28,12,1993,13.886
"3893",29,12,1993,13.927
"3894",30,12,1993,13.977
"3895",31,12,1993,13.967
"3896",1,1,1994,14.095
"3897",2,1,1994,14.11
"3898",3,1,1994,14.042
"3899",4,1,1994,14.168
"3900",5,1,1994,14.231
"3901",6,1,1994,14.295
"3902",7,1,1994,14.381
"3903",8,1,1994,14.322
"3904",9,1,1994,14.397
"3905",10,1,1994,14.476
"3906",11,1,1994,14.515
"3907",12,1,1994,14.58
"3908",13,1,1994,14.595
"3909",14,1,1994,14.617
"3910",15,1,1994,14.685
"3911",16,1,1994,14.757
"3912",17,1,1994,14.807
"3913",18,1,1994,14.895
"3914",19,1,1994,14.865
"3915",20,1,1994,14.894
"3916",21,1,1994,14.948
"3917",22,1,1994,14.933
"3918",23,1,1994,15.021
"3919",24,1,1994,15.054
"3920",25,1,1994,15.089
"3921",26,1,1994,15.141
"3922",27,1,1994,15.255
"3923",28,1,1994,15.299
"3924",29,1,1994,15.359
"3925",30,1,1994,15.4
"3926",31,1,1994,15.397
"3927",1,2,1994,15.409
"3928",2,2,1994,15.42
"3929",3,2,1994,15.438
"3930",4,2,1994,15.429
"3931",5,2,1994,15.479
"3932",6,2,1994,15.515
"3933",7,2,1994,15.474
"3934",8,2,1994,15.521
"3935",9,2,1994,15.46
"3936",10,2,1994,15.525
"3937",11,2,1994,15.539
"3938",12,2,1994,15.541
"3939",13,2,1994,15.549
"3940",14,2,1994,15.579
"3941",15,2,1994,15.492
"3942",16,2,1994,15.507
"3943",17,2,1994,15.549
"3944",18,2,1994,15.581
"3945",19,2,1994,15.624
"3946",20,2,1994,15.701
"3947",21,2,1994,15.77
"3948",22,2,1994,15.738
"3949",23,2,1994,15.686
"3950",24,2,1994,15.682
"3951",25,2,1994,15.613
"3952",26,2,1994,15.592
"3953",27,2,1994,15.641
"3954",28,2,1994,15.679
"3955",1,3,1994,15.675
"3956",2,3,1994,15.765
"3957",3,3,1994,15.729
"3958",4,3,1994,15.735
"3959",5,3,1994,15.711
"3960",6,3,1994,15.658
"3961",7,3,1994,15.634
"3962",8,3,1994,15.601
"3963",9,3,1994,15.491
"3964",10,3,1994,15.502
"3965",11,3,1994,15.55
"3966",12,3,1994,15.521
"3967",13,3,1994,15.559
"3968",14,3,1994,15.589
"3969",15,3,1994,15.607
"3970",16,3,1994,15.562
"3971",17,3,1994,15.498
"3972",18,3,1994,15.475
"3973",19,3,1994,15.45
"3974",20,3,1994,15.368
"3975",21,3,1994,15.399
"3976",22,3,1994,15.399
"3977",23,3,1994,15.502
"3978",24,3,1994,15.543
"3979",25,3,1994,15.494
"3980",26,3,1994,15.523
"3981",27,3,1994,15.553
"3982",28,3,1994,15.555
"3983",29,3,1994,15.551
"3984",30,3,1994,15.485
"3985",31,3,1994,15.478
"3986",1,4,1994,15.47
"3987",2,4,1994,15.357
"3988",3,4,1994,15.307
"3989",4,4,1994,15.241
"3990",5,4,1994,15.146
"3991",6,4,1994,15.142
"3992",7,4,1994,15.095
"3993",8,4,1994,15.076
"3994",9,4,1994,15.088
"3995",10,4,1994,15.116
"3996",11,4,1994,15.052
"3997",12,4,1994,14.997
"3998",13,4,1994,15.004
"3999",14,4,1994,14.962
"4000",15,4,1994,14.89
"4001",16,4,1994,14.839
"4002",17,4,1994,14.78
"4003",18,4,1994,14.792
"4004",19,4,1994,14.754
"4005",20,4,1994,14.776
"4006",21,4,1994,14.773
"4007",22,4,1994,14.65
"4008",23,4,1994,14.634
"4009",24,4,1994,14.632
"4010",25,4,1994,14.618
"4011",26,4,1994,14.635
"4012",27,4,1994,14.578
"4013",28,4,1994,14.519
"4014",29,4,1994,14.418
"4015",30,4,1994,14.3
"4016",1,5,1994,14.126
"4017",2,5,1994,14.187
"4018",3,5,1994,14.147
"4019",4,5,1994,14.099
"4020",5,5,1994,14.105
"4021",6,5,1994,14.123
"4022",7,5,1994,14.028
"4023",8,5,1994,13.941
"4024",9,5,1994,13.91
"4025",10,5,1994,13.906
"4026",11,5,1994,13.871
"4027",12,5,1994,13.842
"4028",13,5,1994,13.804
"4029",14,5,1994,13.782
"4030",15,5,1994,13.707
"4031",16,5,1994,13.668
"4032",17,5,1994,13.655
"4033",18,5,1994,13.61
"4034",19,5,1994,13.517
"4035",20,5,1994,13.502
"4036",21,5,1994,13.461
"4037",22,5,1994,13.384
"4038",23,5,1994,13.296
"4039",24,5,1994,13.188
"4040",25,5,1994,13.157
"4041",26,5,1994,13.127
"4042",27,5,1994,13.11
"4043",28,5,1994,13.112
"4044",29,5,1994,13.039
"4045",30,5,1994,12.985
"4046",31,5,1994,12.967
"4047",1,6,1994,12.779
"4048",2,6,1994,12.696
"4049",3,6,1994,12.599
"4050",4,6,1994,12.575
"4051",5,6,1994,12.543
"4052",6,6,1994,12.52
"4053",7,6,1994,12.487
"4054",8,6,1994,12.383
"4055",9,6,1994,12.301
"4056",10,6,1994,12.295
"4057",11,6,1994,12.304
"4058",12,6,1994,12.239
"4059",13,6,1994,12.133
"4060",14,6,1994,12.137
"4061",15,6,1994,12.066
"4062",16,6,1994,11.968
"4063",17,6,1994,11.911
"4064",18,6,1994,11.896
"4065",19,6,1994,11.826
"4066",20,6,1994,11.777
"4067",21,6,1994,11.743
"4068",22,6,1994,11.68
"4069",23,6,1994,11.704
"4070",24,6,1994,11.626
"4071",25,6,1994,11.507
"4072",26,6,1994,11.442
"4073",27,6,1994,11.426
"4074",28,6,1994,11.356
"4075",29,6,1994,11.341
"4076",30,6,1994,11.232
"4077",1,7,1994,11.091
"4078",2,7,1994,11
"4079",3,7,1994,10.94
"4080",4,7,1994,10.905
"4081",5,7,1994,10.869
"4082",6,7,1994,10.844
"4083",7,7,1994,10.737
"4084",8,7,1994,10.719
"4085",9,7,1994,10.578
"4086",10,7,1994,10.498
"4087",11,7,1994,10.441
"4088",12,7,1994,10.402
"4089",13,7,1994,10.304
"4090",14,7,1994,10.157
"4091",15,7,1994,10.013
"4092",16,7,1994,9.955
"4093",17,7,1994,9.821
"4094",18,7,1994,9.761
"4095",19,7,1994,9.658
"4096",20,7,1994,9.534
"4097",21,7,1994,9.379
"4098",22,7,1994,9.273
"4099",23,7,1994,9.268
"4100",24,7,1994,9.218
"4101",25,7,1994,9.104
"4102",26,7,1994,9.08
"4103",27,7,1994,9.007
"4104",28,7,1994,8.937
"4105",29,7,1994,8.824
"4106",30,7,1994,8.734
"4107",31,7,1994,8.629
"4108",1,8,1994,8.505
"4109",2,8,1994,8.377
"4110",3,8,1994,8.37
"4111",4,8,1994,8.344
"4112",5,8,1994,8.229
"4113",6,8,1994,8.209
"4114",7,8,1994,8.089
"4115",8,8,1994,7.956
"4116",9,8,1994,7.912
"4117",10,8,1994,7.816
"4118",11,8,1994,7.724
"4119",12,8,1994,7.709
"4120",13,8,1994,7.627
"4121",14,8,1994,7.545
"4122",15,8,1994,7.588
"4123",16,8,1994,7.533
"4124",17,8,1994,7.428
"4125",18,8,1994,7.381
"4126",19,8,1994,7.446
"4127",20,8,1994,7.367
"4128",21,8,1994,7.272
"4129",22,8,1994,7.339
"4130",23,8,1994,7.334
"4131",24,8,1994,7.273
"4132",25,8,1994,7.282
"4133",26,8,1994,7.197
"4134",27,8,1994,7.24
"4135",28,8,1994,7.242
"4136",29,8,1994,7.258
"4137",30,8,1994,7.161
"4138",31,8,1994,7.065
"4139",1,9,1994,7.072
"4140",2,9,1994,7.023
"4141",3,9,1994,7.027
"4142",4,9,1994,6.946
"4143",5,9,1994,6.934
"4144",6,9,1994,6.956
"4145",7,9,1994,6.995
"4146",8,9,1994,6.973
"4147",9,9,1994,6.992
"4148",10,9,1994,6.938
"4149",11,9,1994,6.97
"4150",12,9,1994,7.019
"4151",13,9,1994,6.945
"4152",14,9,1994,6.975
"4153",15,9,1994,7.027
"4154",16,9,1994,7.145
"4155",17,9,1994,7.096
"4156",18,9,1994,7.118
"4157",19,9,1994,7.139
"4158",20,9,1994,7.19
"4159",21,9,1994,7.182
"4160",22,9,1994,7.185
"4161",23,9,1994,7.192
"4162",24,9,1994,7.243
"4163",25,9,1994,7.303
"4164",26,9,1994,7.362
"4165",27,9,1994,7.376
"4166",28,9,1994,7.427
"4167",29,9,1994,7.617
"4168",30,9,1994,7.761
"4169",1,10,1994,7.894
"4170",2,10,1994,7.954
"4171",3,10,1994,7.983
"4172",4,10,1994,8.005
"4173",5,10,1994,8.15
"4174",6,10,1994,8.117
"4175",7,10,1994,8.168
"4176",8,10,1994,8.11
"4177",9,10,1994,8.176
"4178",10,10,1994,8.27
"4179",11,10,1994,8.364
"4180",12,10,1994,8.445
"4181",13,10,1994,8.458
"4182",14,10,1994,8.542
"4183",15,10,1994,8.652
"4184",16,10,1994,8.781
"4185",17,10,1994,8.924
"4186",18,10,1994,9.053
"4187",19,10,1994,9.079
"4188",20,10,1994,9.231
"4189",21,10,1994,9.354
"4190",22,10,1994,9.412
"4191",23,10,1994,9.564
"4192",24,10,1994,9.694
"4193",25,10,1994,9.776
"4194",26,10,1994,9.851
"4195",27,10,1994,9.953
"4196",28,10,1994,10.01
"4197",29,10,1994,10.07
"4198",30,10,1994,10.154
"4199",31,10,1994,10.18
"4200",1,11,1994,10.241
"4201",2,11,1994,10.293
"4202",3,11,1994,10.342
"4203",4,11,1994,10.422
"4204",5,11,1994,10.545
"4205",6,11,1994,10.576
"4206",7,11,1994,10.665
"4207",8,11,1994,10.685
"4208",9,11,1994,10.671
"4209",10,11,1994,10.817
"4210",11,11,1994,10.845
"4211",12,11,1994,10.944
"4212",13,11,1994,10.971
"4213",14,11,1994,11.016
"4214",15,11,1994,11.022
"4215",16,11,1994,11.042
"4216",17,11,1994,11.114
"4217",18,11,1994,11.17
"4218",19,11,1994,11.27
"4219",20,11,1994,11.348
"4220",21,11,1994,11.431
"4221",22,11,1994,11.513
"4222",23,11,1994,11.487
"4223",24,11,1994,11.592
"4224",25,11,1994,11.744
"4225",26,11,1994,11.862
"4226",27,11,1994,11.938
"4227",28,11,1994,12.023
"4228",29,11,1994,12.034
"4229",30,11,1994,12.073
"4230",1,12,1994,12.284
"4231",2,12,1994,12.363
"4232",3,12,1994,12.478
"4233",4,12,1994,12.639
"4234",5,12,1994,12.574
"4235",6,12,1994,12.632
"4236",7,12,1994,12.649
"4237",8,12,1994,12.816
"4238",9,12,1994,12.907
"4239",10,12,1994,13.004
"4240",11,12,1994,13.061
"4241",12,12,1994,13.055
"4242",13,12,1994,13.033
"4243",14,12,1994,13.069
"4244",15,12,1994,13.158
"4245",16,12,1994,13.301
"4246",17,12,1994,13.365
"4247",18,12,1994,13.509
"4248",19,12,1994,13.55
"4249",20,12,1994,13.577
"4250",21,12,1994,13.624
"4251",22,12,1994,13.673
"4252",23,12,1994,13.706
"4253",24,12,1994,13.782
"4254",25,12,1994,13.765
"4255",26,12,1994,13.83
"4256",27,12,1994,13.919
"4257",28,12,1994,13.899
"4258",29,12,1994,14.024
"4259",30,12,1994,14.074
"4260",31,12,1994,14.108
"4261",1,1,1995,14.145
"4262",2,1,1995,14.258
"4263",3,1,1995,14.335
"4264",4,1,1995,14.288
"4265",5,1,1995,14.304
"4266",6,1,1995,14.325
"4267",7,1,1995,14.364
"4268",8,1,1995,14.344
"4269",9,1,1995,14.31
"4270",10,1,1995,14.263
"4271",11,1,1995,14.336
"4272",12,1,1995,14.479
"4273",13,1,1995,14.518
"4274",14,1,1995,14.619
"4275",15,1,1995,14.56
"4276",16,1,1995,14.588
"4277",17,1,1995,14.69
"4278",18,1,1995,14.668
"4279",19,1,1995,14.737
"4280",20,1,1995,14.764
"4281",21,1,1995,14.793
"4282",22,1,1995,14.801
"4283",23,1,1995,14.826
"4284",24,1,1995,14.758
"4285",25,1,1995,14.802
"4286",26,1,1995,14.76
"4287",27,1,1995,14.794
"4288",28,1,1995,14.867
"4289",29,1,1995,14.96
"4290",30,1,1995,14.956
"4291",31,1,1995,14.966
"4292",1,2,1995,15.054
"4293",2,2,1995,15.086
"4294",3,2,1995,15.094
"4295",4,2,1995,15.139
"4296",5,2,1995,15.259
"4297",6,2,1995,15.212
"4298",7,2,1995,15.213
"4299",8,2,1995,15.251
"4300",9,2,1995,15.238
"4301",10,2,1995,15.19
"4302",11,2,1995,15.197
"4303",12,2,1995,15.281
"4304",13,2,1995,15.194
"4305",14,2,1995,15.173
"4306",15,2,1995,15.173
"4307",16,2,1995,15.181
"4308",17,2,1995,15.266
"4309",18,2,1995,15.228
"4310",19,2,1995,15.267
"4311",20,2,1995,15.245
"4312",21,2,1995,15.264
"4313",22,2,1995,15.21
"4314",23,2,1995,15.227
"4315",24,2,1995,15.352
"4316",25,2,1995,15.358
"4317",26,2,1995,15.296
"4318",27,2,1995,15.301
"4319",28,2,1995,15.37
"4320",1,3,1995,15.344
"4321",2,3,1995,15.318
"4322",3,3,1995,15.271
"4323",4,3,1995,15.326
"4324",5,3,1995,15.296
"4325",6,3,1995,15.359
"4326",7,3,1995,15.3
"4327",8,3,1995,15.333
"4328",9,3,1995,15.352
"4329",10,3,1995,15.239
"4330",11,3,1995,15.203
"4331",12,3,1995,15.138
"4332",13,3,1995,15.182
"4333",14,3,1995,15.12
"4334",15,3,1995,15.124
"4335",16,3,1995,15.191
"4336",17,3,1995,15.243
"4337",18,3,1995,15.206
"4338",19,3,1995,15.167
"4339",20,3,1995,15.251
"4340",21,3,1995,15.288
"4341",22,3,1995,15.3
"4342",23,3,1995,15.271
"4343",24,3,1995,15.256
"4344",25,3,1995,15.217
"4345",26,3,1995,15.193
"4346",27,3,1995,15.261
"4347",28,3,1995,15.289
"4348",29,3,1995,15.304
"4349",30,3,1995,15.339
"4350",31,3,1995,15.384
"4351",1,4,1995,15.219
"4352",2,4,1995,15.118
"4353",3,4,1995,15.108
"4354",4,4,1995,14.977
"4355",5,4,1995,14.906
"4356",6,4,1995,14.937
"4357",7,4,1995,14.923
"4358",8,4,1995,14.871
"4359",9,4,1995,14.71
"4360",10,4,1995,14.686
"4361",11,4,1995,14.593
"4362",12,4,1995,14.596
"4363",13,4,1995,14.536
"4364",14,4,1995,14.458
"4365",15,4,1995,14.483
"4366",16,4,1995,14.34
"4367",17,4,1995,14.325
"4368",18,4,1995,14.337
"4369",19,4,1995,14.35
"4370",20,4,1995,14.261
"4371",21,4,1995,14.231
"4372",22,4,1995,14.161
"4373",23,4,1995,14.06
"4374",24,4,1995,14.006
"4375",25,4,1995,13.984
"4376",26,4,1995,13.951
"4377",27,4,1995,13.925
"4378",28,4,1995,13.882
"4379",29,4,1995,13.814
"4380",30,4,1995,13.71
"4381",1,5,1995,13.556
"4382",2,5,1995,13.539
"4383",3,5,1995,13.54
"4384",4,5,1995,13.515
"4385",5,5,1995,13.449
"4386",6,5,1995,13.437
"4387",7,5,1995,13.419
"4388",8,5,1995,13.404
"4389",9,5,1995,13.36
"4390",10,5,1995,13.379
"4391",11,5,1995,13.388
"4392",12,5,1995,13.35
"4393",13,5,1995,13.321
"4394",14,5,1995,13.245
"4395",15,5,1995,13.212
"4396",16,5,1995,13.107
"4397",17,5,1995,13.068
"4398",18,5,1995,12.951
"4399",19,5,1995,12.859
"4400",20,5,1995,12.775
"4401",21,5,1995,12.662
"4402",22,5,1995,12.559
"4403",23,5,1995,12.495
"4404",24,5,1995,12.436
"4405",25,5,1995,12.348
"4406",26,5,1995,12.335
"4407",27,5,1995,12.349
"4408",28,5,1995,12.298
"4409",29,5,1995,12.295
"4410",30,5,1995,12.268
"4411",31,5,1995,12.215
"4412",1,6,1995,12.096
"4413",2,6,1995,12.048
"4414",3,6,1995,11.995
"4415",4,6,1995,11.987
"4416",5,6,1995,11.969
"4417",6,6,1995,11.882
"4418",7,6,1995,11.844
"4419",8,6,1995,11.84
"4420",9,6,1995,11.753
"4421",10,6,1995,11.768
"4422",11,6,1995,11.657
"4423",12,6,1995,11.656
"4424",13,6,1995,11.583
"4425",14,6,1995,11.551
"4426",15,6,1995,11.523
"4427",16,6,1995,11.509
"4428",17,6,1995,11.399
"4429",18,6,1995,11.311
"4430",19,6,1995,11.314
"4431",20,6,1995,11.253
"4432",21,6,1995,11.147
"4433",22,6,1995,11.055
"4434",23,6,1995,11.08
"4435",24,6,1995,10.983
"4436",25,6,1995,11.016
"4437",26,6,1995,10.967
"4438",27,6,1995,10.895
"4439",28,6,1995,10.798
"4440",29,6,1995,10.704
"4441",30,6,1995,10.63
"4442",1,7,1995,10.423
"4443",2,7,1995,10.346
"4444",3,7,1995,10.294
"4445",4,7,1995,10.256
"4446",5,7,1995,10.137
"4447",6,7,1995,9.894
"4448",7,7,1995,9.754
"4449",8,7,1995,9.672
"4450",9,7,1995,9.655
"4451",10,7,1995,9.477
"4452",11,7,1995,9.389
"4453",12,7,1995,9.273
"4454",13,7,1995,9.197
"4455",14,7,1995,9.131
"4456",15,7,1995,9.029
"4457",16,7,1995,8.958
"4458",17,7,1995,8.88
"4459",18,7,1995,8.723
"4460",19,7,1995,8.645
"4461",20,7,1995,8.564
"4462",21,7,1995,8.496
"4463",22,7,1995,8.461
"4464",23,7,1995,8.39
"4465",24,7,1995,8.314
"4466",25,7,1995,8.158
"4467",26,7,1995,8.049
"4468",27,7,1995,7.988
"4469",28,7,1995,7.939
"4470",29,7,1995,7.813
"4471",30,7,1995,7.709
"4472",31,7,1995,7.586
"4473",1,8,1995,7.513
"4474",2,8,1995,7.378
"4475",3,8,1995,7.393
"4476",4,8,1995,7.298
"4477",5,8,1995,7.255
"4478",6,8,1995,7.196
"4479",7,8,1995,7.105
"4480",8,8,1995,7.008
"4481",9,8,1995,6.946
"4482",10,8,1995,6.898
"4483",11,8,1995,6.859
"4484",12,8,1995,6.791
"4485",13,8,1995,6.748
"4486",14,8,1995,6.721
"4487",15,8,1995,6.699
"4488",16,8,1995,6.651
"4489",17,8,1995,6.675
"4490",18,8,1995,6.624
"4491",19,8,1995,6.642
"4492",20,8,1995,6.614
"4493",21,8,1995,6.575
"4494",22,8,1995,6.551
"4495",23,8,1995,6.398
"4496",24,8,1995,6.369
"4497",25,8,1995,6.402
"4498",26,8,1995,6.357
"4499",27,8,1995,6.295
"4500",28,8,1995,6.306
"4501",29,8,1995,6.284
"4502",30,8,1995,6.264
"4503",31,8,1995,6.26
"4504",1,9,1995,6.189
"4505",2,9,1995,6.15
"4506",3,9,1995,6.076
"4507",4,9,1995,6.012
"4508",5,9,1995,6.013
"4509",6,9,1995,6.035
"4510",7,9,1995,6.016
"4511",8,9,1995,6.059
"4512",9,9,1995,6.02
"4513",10,9,1995,6.106
"4514",11,9,1995,6.116
"4515",12,9,1995,6.104
"4516",13,9,1995,6.068
"4517",14,9,1995,6.053
"4518",15,9,1995,6.054
"4519",16,9,1995,6.068
"4520",17,9,1995,6.039
"4521",18,9,1995,6.037
"4522",19,9,1995,6.087
"4523",20,9,1995,6.132
"4524",21,9,1995,6.116
"4525",22,9,1995,6.099
"4526",23,9,1995,6.106
"4527",24,9,1995,6.107
"4528",25,9,1995,6.075
"4529",26,9,1995,6.11
"4530",27,9,1995,6.121
"4531",28,9,1995,6.122
"4532",29,9,1995,6.075
"4533",30,9,1995,6.039
"4534",1,10,1995,6.163
"4535",2,10,1995,6.188
"4536",3,10,1995,6.2
"4537",4,10,1995,6.173
"4538",5,10,1995,6.256
"4539",6,10,1995,6.309
"4540",7,10,1995,6.375
"4541",8,10,1995,6.413
"4542",9,10,1995,6.488
"4543",10,10,1995,6.523
"4544",11,10,1995,6.605
"4545",12,10,1995,6.772
"4546",13,10,1995,7.011
"4547",14,10,1995,7.322
"4548",15,10,1995,7.65
"4549",16,10,1995,7.875
"4550",17,10,1995,8.031
"4551",18,10,1995,8.263
"4552",19,10,1995,8.435
"4553",20,10,1995,8.514
"4554",21,10,1995,8.706
"4555",22,10,1995,8.962
"4556",23,10,1995,9.116
"4557",24,10,1995,9.13
"4558",25,10,1995,9.211
"4559",26,10,1995,9.315
"4560",27,10,1995,9.438
"4561",28,10,1995,9.659
"4562",29,10,1995,9.818
"4563",30,10,1995,9.857
"4564",31,10,1995,9.919
"4565",1,11,1995,10.003
"4566",2,11,1995,10.104
"4567",3,11,1995,10.142
"4568",4,11,1995,10.127
"4569",5,11,1995,10.027
"4570",6,11,1995,10.081
"4571",7,11,1995,10.107
"4572",8,11,1995,10.21
"4573",9,11,1995,10.337
"4574",10,11,1995,10.31
"4575",11,11,1995,10.358
"4576",12,11,1995,10.425
"4577",13,11,1995,10.51
"4578",14,11,1995,10.493
"4579",15,11,1995,10.625
"4580",16,11,1995,10.806
"4581",17,11,1995,10.76
"4582",18,11,1995,10.889
"4583",19,11,1995,10.935
"4584",20,11,1995,10.951
"4585",21,11,1995,11.025
"4586",22,11,1995,11.012
"4587",23,11,1995,11.149
"4588",24,11,1995,11.258
"4589",25,11,1995,11.37
"4590",26,11,1995,11.505
"4591",27,11,1995,11.646
"4592",28,11,1995,11.832
"4593",29,11,1995,11.853
"4594",30,11,1995,11.976
"4595",1,12,1995,12.195
"4596",2,12,1995,12.305
"4597",3,12,1995,12.37
"4598",4,12,1995,12.445
"4599",5,12,1995,12.494
"4600",6,12,1995,12.501
"4601",7,12,1995,12.475
"4602",8,12,1995,12.462
"4603",9,12,1995,12.531
"4604",10,12,1995,12.656
"4605",11,12,1995,12.617
"4606",12,12,1995,12.558
"4607",13,12,1995,12.648
"4608",14,12,1995,12.707
"4609",15,12,1995,12.84
"4610",16,12,1995,13.003
"4611",17,12,1995,12.923
"4612",18,12,1995,12.93
"4613",19,12,1995,12.995
"4614",20,12,1995,13.133
"4615",21,12,1995,13.182
"4616",22,12,1995,13.22
"4617",23,12,1995,13.289
"4618",24,12,1995,13.305
"4619",25,12,1995,13.344
"4620",26,12,1995,13.363
"4621",27,12,1995,13.422
"4622",28,12,1995,13.583
"4623",29,12,1995,13.641
"4624",30,12,1995,13.707
"4625",31,12,1995,13.702
"4626",1,1,1996,13.804
"4627",2,1,1996,13.818
"4628",3,1,1996,13.786
"4629",4,1,1996,13.791
"4630",5,1,1996,13.839
"4631",6,1,1996,13.877
"4632",7,1,1996,14.007
"4633",8,1,1996,13.976
"4634",9,1,1996,13.941
"4635",10,1,1996,13.915
"4636",11,1,1996,13.95
"4637",12,1,1996,13.951
"4638",13,1,1996,14.095
"4639",14,1,1996,14.025
"4640",15,1,1996,14.037
"4641",16,1,1996,14.15
"4642",17,1,1996,14.22
"4643",18,1,1996,14.237
"4644",19,1,1996,14.318
