"","Day","Month","Year","Extent"
"1",26,10,1978,10.231
"2",28,10,1978,10.42
"3",30,10,1978,10.557
"4",1,11,1978,10.67
"5",3,11,1978,10.777
"6",5,11,1978,10.968
"7",7,11,1978,11.08
"8",9,11,1978,11.189
"9",11,11,1978,11.314
"10",13,11,1978,11.46
"11",15,11,1978,11.539
"12",17,11,1978,11.696
"13",19,11,1978,11.87
"14",21,11,1978,12.053
"15",23,11,1978,12.274
"16",25,11,1978,12.441
"17",27,11,1978,12.662
"18",29,11,1978,12.684
"19",1,12,1978,12.725
"20",3,12,1978,12.66
"21",5,12,1978,12.785
"22",7,12,1978,13.051
"23",9,12,1978,13.143
"24",11,12,1978,13.437
"25",13,12,1978,13.603
"26",15,12,1978,13.649
"27",17,12,1978,13.807
"28",19,12,1978,13.892
"29",21,12,1978,13.996
"30",23,12,1978,14.189
"31",25,12,1978,14.268
"32",27,12,1978,14.383
"33",29,12,1978,14.5
"34",31,12,1978,14.585
"35",2,1,1979,14.997
"36",4,1,1979,14.922
"37",6,1,1979,14.929
"38",8,1,1979,14.968
"39",10,1,1979,15.19
"40",12,1,1979,15.327
"41",14,1,1979,15.352
"42",16,1,1979,15.5
"43",18,1,1979,15.517
"44",20,1,1979,15.709
"45",22,1,1979,15.679
"46",24,1,1979,15.745
"47",26,1,1979,15.686
"48",28,1,1979,15.777
"49",30,1,1979,15.912
"50",1,2,1979,15.857
"51",3,2,1979,15.839
"52",5,2,1979,15.831
"53",7,2,1979,15.801
"54",9,2,1979,15.99
"55",11,2,1979,16.099
"56",13,2,1979,16.289
"57",15,2,1979,16.323
"58",17,2,1979,16.343
"59",19,2,1979,16.291
"60",21,2,1979,16.26
"61",23,2,1979,16.401
"62",25,2,1979,16.579
"63",27,2,1979,16.551
"64",1,3,1979,16.635
"65",3,3,1979,16.457
"66",5,3,1979,16.568
"67",7,3,1979,16.547
"68",9,3,1979,16.536
"69",11,3,1979,16.513
"70",13,3,1979,16.414
"71",15,3,1979,16.31
"72",17,3,1979,16.467
"73",19,3,1979,16.505
"74",21,3,1979,16.349
"75",23,3,1979,16.279
"76",25,3,1979,16.264
"77",27,3,1979,16.06
"78",29,3,1979,15.763
"79",31,3,1979,15.804
"80",2,4,1979,15.66
"81",4,4,1979,15.641
"82",6,4,1979,15.695
"83",8,4,1979,15.794
"84",10,4,1979,15.761
"85",12,4,1979,15.655
"86",14,4,1979,15.5
"87",16,4,1979,15.454
"88",18,4,1979,15.51
"89",20,4,1979,15.343
"90",22,4,1979,15.255
"91",24,4,1979,15.224
"92",26,4,1979,15.141
"93",28,4,1979,15.108
"94",30,4,1979,14.961
"95",2,5,1979,14.626
"96",4,5,1979,14.498
"97",6,5,1979,14.45
"98",8,5,1979,14.325
"99",10,5,1979,14.149
"100",12,5,1979,14.012
"101",14,5,1979,13.836
"102",16,5,1979,13.862
"103",18,5,1979,13.691
"104",20,5,1979,13.56
"105",22,5,1979,13.529
"106",24,5,1979,13.364
"107",26,5,1979,13.399
"108",28,5,1979,13.292
"109",30,5,1979,13.26
"110",1,6,1979,13.076
"111",3,6,1979,12.977
"112",5,6,1979,12.832
"113",7,6,1979,12.791
"114",9,6,1979,12.854
"115",11,6,1979,12.733
"116",13,6,1979,12.673
"117",15,6,1979,12.548
"118",17,6,1979,12.517
"119",19,6,1979,12.415
"120",21,6,1979,12.373
"121",23,6,1979,12.243
"122",25,6,1979,12.112
"123",27,6,1979,11.977
"124",29,6,1979,11.829
"125",1,7,1979,11.562
"126",3,7,1979,11.363
"127",5,7,1979,11.255
"128",7,7,1979,10.936
"129",9,7,1979,10.793
"130",11,7,1979,10.662
"131",13,7,1979,10.503
"132",15,7,1979,10.401
"133",17,7,1979,10.256
"134",19,7,1979,9.927
"135",21,7,1979,9.919
"136",23,7,1979,9.668
"137",25,7,1979,9.614
"138",27,7,1979,9.556
"139",29,7,1979,9.342
"140",31,7,1979,9.223
"141",2,8,1979,9
"142",4,8,1979,8.859
"143",6,8,1979,8.744
"144",8,8,1979,8.61
"145",10,8,1979,8.328
"146",12,8,1979,8.284
"147",14,8,1979,8.138
"148",16,8,1979,7.971
"149",18,8,1979,7.811
"150",20,8,1979,7.659
"151",22,8,1979,7.566
"152",24,8,1979,7.577
"153",26,8,1979,7.421
"154",28,8,1979,7.364
"155",30,8,1979,7.284
"156",1,9,1979,7.228
"157",3,9,1979,7.147
"158",5,9,1979,7.037
"159",7,9,1979,7.075
"160",9,9,1979,7.092
"161",11,9,1979,6.981
"162",13,9,1979,7.003
"163",15,9,1979,7.007
"164",17,9,1979,7.001
"165",19,9,1979,6.91
"166",21,9,1979,6.895
"167",23,9,1979,7.033
"168",25,9,1979,7.058
"169",27,9,1979,7.127
"170",29,9,1979,7.173
"171",1,10,1979,7.404
"172",3,10,1979,7.534
"173",5,10,1979,7.813
"174",7,10,1979,7.878
"175",9,10,1979,8.115
"176",11,10,1979,8.136
"177",13,10,1979,8.338
"178",15,10,1979,8.57
"179",17,10,1979,8.938
"180",19,10,1979,9.19
"181",21,10,1979,9.295
"182",23,10,1979,9.466
"183",25,10,1979,9.7
"184",27,10,1979,9.869
"185",29,10,1979,9.797
"186",31,10,1979,9.924
"187",2,11,1979,10.144
"188",4,11,1979,10.159
"189",6,11,1979,10.267
"190",8,11,1979,10.27
"191",10,11,1979,10.497
"192",12,11,1979,10.61
"193",14,11,1979,10.8
"194",16,11,1979,10.92
"195",18,11,1979,11.01
"196",20,11,1979,11.157
"197",22,11,1979,11.352
"198",24,11,1979,11.419
"199",26,11,1979,11.581
"200",28,11,1979,11.884
"201",30,11,1979,12.076
"202",2,12,1979,12.39
"203",4,12,1979,12.462
"204",6,12,1979,12.781
"205",8,12,1979,12.991
"206",10,12,1979,13.101
"207",12,12,1979,13.292
"208",14,12,1979,13.268
"209",16,12,1979,13.322
"210",18,12,1979,13.377
"211",20,12,1979,13.541
"212",22,12,1979,13.619
"213",24,12,1979,13.773
"214",26,12,1979,13.934
"215",28,12,1979,14.101
"216",30,12,1979,14.092
"217",1,1,1980,14.2
"218",3,1,1980,14.302
"219",5,1,1980,14.414
"220",7,1,1980,14.518
"221",9,1,1980,14.594
"222",11,1,1980,14.665
"223",13,1,1980,14.771
"224",15,1,1980,14.831
"225",17,1,1980,14.957
"226",19,1,1980,15.12
"227",21,1,1980,15.141
"228",23,1,1980,15.195
"229",25,1,1980,15.209
"230",27,1,1980,15.124
"231",29,1,1980,15.258
"232",31,1,1980,15.491
"233",2,2,1980,15.401
"234",4,2,1980,15.639
"235",6,2,1980,15.76
"236",8,2,1980,15.888
"237",10,2,1980,15.895
"238",12,2,1980,15.97
"239",14,2,1980,16.017
"240",16,2,1980,16.095
"241",18,2,1980,16.095
"242",20,2,1980,16.17
"243",22,2,1980,16.066
"244",24,2,1980,16.087
"245",26,2,1980,16.069
"246",28,2,1980,16.22
"247",1,3,1980,16.157
"248",3,3,1980,16.248
"249",5,3,1980,16.302
"250",7,3,1980,16.289
"251",9,3,1980,16.168
"252",11,3,1980,16.04
"253",13,3,1980,15.966
"254",15,3,1980,15.994
"255",17,3,1980,15.988
"256",19,3,1980,16.005
"257",21,3,1980,15.946
"258",23,3,1980,15.945
"259",25,3,1980,15.923
"260",27,3,1980,15.986
"261",29,3,1980,15.891
"262",31,3,1980,15.813
"263",2,4,1980,15.681
"264",4,4,1980,15.664
"265",6,4,1980,15.707
"266",8,4,1980,15.653
"267",10,4,1980,15.644
"268",12,4,1980,15.652
"269",14,4,1980,15.523
"270",16,4,1980,15.509
"271",18,4,1980,15.39
"272",20,4,1980,15.376
"273",22,4,1980,15.406
"274",24,4,1980,15.259
"275",26,4,1980,15.117
"276",28,4,1980,14.996
"277",30,4,1980,14.859
"278",2,5,1980,14.718
"279",4,5,1980,14.549
"280",6,5,1980,14.412
"281",8,5,1980,14.32
"282",10,5,1980,14.186
"283",12,5,1980,14.011
"284",14,5,1980,13.843
"285",16,5,1980,13.757
"286",18,5,1980,13.672
"287",20,5,1980,13.531
"288",22,5,1980,13.405
"289",24,5,1980,13.34
"290",26,5,1980,13.206
"291",28,5,1980,13.023
"292",30,5,1980,12.916
"293",1,6,1980,12.766
"294",3,6,1980,12.706
"295",5,6,1980,12.614
"296",7,6,1980,12.61
"297",9,6,1980,12.586
"298",11,6,1980,12.468
"299",13,6,1980,12.278
"300",15,6,1980,12.269
"301",17,6,1980,12.13
"302",19,6,1980,12.043
"303",21,6,1980,12.007
"304",23,6,1980,11.842
"305",25,6,1980,11.699
"306",27,6,1980,11.585
"307",29,6,1980,11.466
"308",1,7,1980,11.283
"309",3,7,1980,11.075
"310",5,7,1980,10.983
"311",7,7,1980,10.852
"312",9,7,1980,10.7
"313",11,7,1980,10.575
"314",13,7,1980,10.307
"315",15,7,1980,10.203
"316",17,7,1980,9.946
"317",19,7,1980,9.847
"318",21,7,1980,9.779
"319",23,7,1980,9.594
"320",25,7,1980,9.358
"321",27,7,1980,9.166
"322",29,7,1980,9.065
"323",31,7,1980,8.868
"324",2,8,1980,8.76
"325",4,8,1980,8.611
"326",6,8,1980,8.548
"327",8,8,1980,8.348
"328",10,8,1980,8.202
"329",12,8,1980,8.041
"330",14,8,1980,7.82
"331",16,8,1980,7.765
"332",18,8,1980,7.761
"333",20,8,1980,7.717
"334",22,8,1980,7.758
"335",24,8,1980,7.578
"336",26,8,1980,7.667
"337",28,8,1980,7.588
"338",30,8,1980,7.6
"339",1,9,1980,7.544
"340",3,9,1980,7.555
"341",5,9,1980,7.533
"342",7,9,1980,7.574
"343",9,9,1980,7.56
"344",11,9,1980,7.557
"345",13,9,1980,7.543
"346",15,9,1980,7.602
"347",17,9,1980,7.58
"348",19,9,1980,7.651
"349",21,9,1980,7.686
"350",23,9,1980,7.782
"351",25,9,1980,7.854
"352",27,9,1980,7.966
"353",29,9,1980,8.019
"354",1,10,1980,8.223
"355",3,10,1980,8.213
"356",5,10,1980,8.485
"357",7,10,1980,8.532
"358",9,10,1980,8.809
"359",11,10,1980,8.975
"360",13,10,1980,9.161
"361",15,10,1980,9.218
"362",17,10,1980,9.272
"363",19,10,1980,9.389
"364",21,10,1980,9.468
"365",23,10,1980,9.586
"366",25,10,1980,9.643
"367",27,10,1980,9.841
"368",29,10,1980,9.911
"369",31,10,1980,10.198
"370",2,11,1980,10.42
"371",4,11,1980,10.523
"372",6,11,1980,10.652
"373",8,11,1980,10.789
"374",10,11,1980,10.88
"375",12,11,1980,10.976
"376",14,11,1980,11.087
"377",16,11,1980,11.217
"378",18,11,1980,11.337
"379",20,11,1980,11.628
"380",22,11,1980,11.78
"381",24,11,1980,12.096
"382",26,11,1980,12.256
"383",28,11,1980,12.476
"384",30,11,1980,12.626
"385",2,12,1980,12.643
"386",4,12,1980,13.032
"387",6,12,1980,13.122
"388",8,12,1980,13.298
"389",10,12,1980,13.334
"390",12,12,1980,13.569
"391",14,12,1980,13.685
"392",16,12,1980,13.91
"393",18,12,1980,13.762
"394",20,12,1980,13.697
"395",22,12,1980,13.779
"396",24,12,1980,13.798
"397",26,12,1980,14
"398",28,12,1980,14.172
"399",30,12,1980,14.093
"400",1,1,1981,14.256
"401",3,1,1981,14.456
"402",5,1,1981,14.435
"403",7,1,1981,14.689
"404",9,1,1981,14.619
"405",11,1,1981,14.69
"406",13,1,1981,14.649
"407",15,1,1981,14.748
"408",17,1,1981,14.998
"409",19,1,1981,15.066
"410",21,1,1981,15.055
"411",23,1,1981,15.17
"412",25,1,1981,15.244
"413",27,1,1981,15.35
"414",29,1,1981,15.503
"415",31,1,1981,15.627
"416",2,2,1981,15.646
"417",4,2,1981,15.663
"418",6,2,1981,15.629
"419",8,2,1981,15.541
"420",10,2,1981,15.44
"421",12,2,1981,15.474
"422",14,2,1981,15.482
"423",16,2,1981,15.575
"424",18,2,1981,15.592
"425",20,2,1981,15.731
"426",22,2,1981,15.654
"427",24,2,1981,15.706
"428",26,2,1981,15.667
"429",28,2,1981,15.657
"430",2,3,1981,15.628
"431",4,3,1981,15.726
"432",6,3,1981,15.646
"433",8,3,1981,15.644
"434",10,3,1981,15.733
"435",12,3,1981,15.657
"436",14,3,1981,15.801
"437",16,3,1981,15.771
"438",18,3,1981,15.528
"439",20,3,1981,15.621
"440",22,3,1981,15.535
"441",24,3,1981,15.559
"442",26,3,1981,15.626
"443",28,3,1981,15.517
"444",30,3,1981,15.481
"445",1,4,1981,15.44
"446",3,4,1981,15.221
"447",5,4,1981,15.224
"448",7,4,1981,15.242
"449",9,4,1981,15.202
"450",11,4,1981,15.135
"451",13,4,1981,15.11
"452",15,4,1981,15.086
"453",17,4,1981,14.983
"454",19,4,1981,14.95
"455",21,4,1981,14.92
"456",23,4,1981,14.844
"457",25,4,1981,14.714
"458",27,4,1981,14.564
"459",29,4,1981,14.514
"460",1,5,1981,14.272
"461",3,5,1981,14.285
"462",5,5,1981,14.249
"463",7,5,1981,14.077
"464",9,5,1981,14.083
"465",11,5,1981,14.072
"466",13,5,1981,14.025
"467",15,5,1981,13.928
"468",17,5,1981,13.843
"469",19,5,1981,13.752
"470",21,5,1981,13.568
"471",23,5,1981,13.464
"472",25,5,1981,13.378
"473",27,5,1981,13.333
"474",29,5,1981,13.275
"475",31,5,1981,13.222
"476",2,6,1981,13.059
"477",4,6,1981,13.002
"478",6,6,1981,12.954
"479",8,6,1981,12.863
"480",10,6,1981,12.721
"481",12,6,1981,12.652
"482",14,6,1981,12.487
"483",16,6,1981,12.465
"484",18,6,1981,12.364
"485",20,6,1981,12.216
"486",22,6,1981,12.064
"487",24,6,1981,12.003
"488",26,6,1981,12.013
"489",28,6,1981,11.796
"490",30,6,1981,11.787
"491",2,7,1981,11.428
"492",4,7,1981,11.33
"493",6,7,1981,11.181
"494",8,7,1981,11.022
"495",10,7,1981,10.894
"496",12,7,1981,10.691
"497",14,7,1981,10.643
"498",16,7,1981,10.354
"499",18,7,1981,10.127
"500",20,7,1981,9.826
"501",22,7,1981,9.788
"502",24,7,1981,9.538
"503",26,7,1981,9.22
"504",28,7,1981,9.106
"505",30,7,1981,8.917
"506",1,8,1981,8.733
"507",3,8,1981,8.587
"508",5,8,1981,8.326
"509",7,8,1981,8.176
"510",9,8,1981,8
"511",11,8,1981,7.917
"512",13,8,1981,7.883
"513",15,8,1981,7.804
"514",17,8,1981,7.724
"515",19,8,1981,7.667
"516",21,8,1981,7.593
"517",23,8,1981,7.53
"518",25,8,1981,7.495
"519",27,8,1981,7.408
"520",29,8,1981,7.296
"521",31,8,1981,7.37
"522",2,9,1981,7.203
"523",4,9,1981,7.162
"524",6,9,1981,6.992
"525",8,9,1981,7.046
"526",10,9,1981,6.902
"527",12,9,1981,6.904
"528",14,9,1981,6.952
"529",16,9,1981,6.951
"530",18,9,1981,7.002
"531",20,9,1981,7.053
"532",22,9,1981,7.231
"533",24,9,1981,7.261
"534",26,9,1981,7.303
"535",28,9,1981,7.489
"536",30,9,1981,7.626
"537",2,10,1981,7.987
"538",4,10,1981,8.087
"539",6,10,1981,8.151
"540",8,10,1981,8.354
"541",10,10,1981,8.416
"542",12,10,1981,8.63
"543",14,10,1981,8.904
"544",16,10,1981,9.037
"545",18,10,1981,9.062
"546",20,10,1981,9.134
"547",22,10,1981,9.096
"548",24,10,1981,9.233
"549",26,10,1981,9.425
"550",28,10,1981,9.609
"551",30,10,1981,9.719
"552",1,11,1981,9.905
"553",3,11,1981,9.929
"554",5,11,1981,10.337
"555",7,11,1981,10.518
"556",9,11,1981,10.51
"557",11,11,1981,10.631
"558",13,11,1981,10.908
"559",15,11,1981,10.965
"560",17,11,1981,11.197
"561",19,11,1981,11.177
"562",21,11,1981,11.273
"563",23,11,1981,11.417
"564",25,11,1981,11.611
"565",27,11,1981,11.675
"566",29,11,1981,11.882
"567",1,12,1981,11.99
"568",3,12,1981,12.336
"569",5,12,1981,12.507
"570",7,12,1981,12.698
"571",9,12,1981,12.816
"572",11,12,1981,12.948
"573",13,12,1981,13.217
"574",15,12,1981,13.418
"575",17,12,1981,13.635
"576",19,12,1981,13.802
"577",21,12,1981,13.893
"578",23,12,1981,13.877
"579",25,12,1981,14.016
"580",27,12,1981,13.953
"581",29,12,1981,14.128
"582",31,12,1981,14.224
"583",2,1,1982,14.479
"584",4,1,1982,14.642
"585",6,1,1982,14.88
"586",8,1,1982,14.993
"587",10,1,1982,15.052
"588",12,1,1982,15.141
"589",14,1,1982,15.138
"590",16,1,1982,15.22
"591",18,1,1982,15.227
"592",20,1,1982,15.208
"593",22,1,1982,15.283
"594",24,1,1982,15.391
"595",26,1,1982,15.547
"596",28,1,1982,15.695
"597",30,1,1982,15.755
"598",1,2,1982,15.836
"599",3,2,1982,15.841
"600",5,2,1982,15.85
"601",7,2,1982,15.797
"602",9,2,1982,15.829
"603",11,2,1982,15.748
"604",13,2,1982,15.854
"605",15,2,1982,15.857
"606",17,2,1982,16.058
"607",19,2,1982,16.087
"608",21,2,1982,16.094
"609",23,2,1982,16.143
"610",25,2,1982,16.31
"611",27,2,1982,16.325
"612",1,3,1982,16.234
"613",3,3,1982,16.293
"614",5,3,1982,16.315
"615",7,3,1982,16.309
"616",9,3,1982,16.123
"617",11,3,1982,16.099
"618",13,3,1982,16.005
"619",15,3,1982,15.955
"620",17,3,1982,15.905
"621",19,3,1982,15.938
"622",21,3,1982,15.911
"623",23,3,1982,15.898
"624",25,3,1982,15.929
"625",27,3,1982,15.875
"626",29,3,1982,15.931
"627",31,3,1982,15.982
"628",2,4,1982,15.945
"629",4,4,1982,15.943
"630",6,4,1982,15.859
"631",8,4,1982,15.581
"632",10,4,1982,15.577
"633",12,4,1982,15.491
"634",14,4,1982,15.627
"635",16,4,1982,15.528
"636",18,4,1982,15.448
"637",20,4,1982,15.387
"638",22,4,1982,15.276
"639",24,4,1982,15.135
"640",26,4,1982,15.105
"641",28,4,1982,15.091
"642",30,4,1982,14.997
"643",2,5,1982,14.786
"644",4,5,1982,14.679
"645",6,5,1982,14.511
"646",8,5,1982,14.319
"647",10,5,1982,14.222
"648",12,5,1982,14.137
"649",14,5,1982,14.083
"650",16,5,1982,14.003
"651",18,5,1982,13.853
"652",20,5,1982,13.653
"653",22,5,1982,13.576
"654",24,5,1982,13.583
"655",26,5,1982,13.543
"656",28,5,1982,13.38
"657",30,5,1982,13.27
"658",1,6,1982,13.091
"659",3,6,1982,12.99
"660",5,6,1982,12.874
"661",7,6,1982,12.834
"662",9,6,1982,12.75
"663",11,6,1982,12.709
"664",13,6,1982,12.678
"665",15,6,1982,12.652
"666",17,6,1982,12.476
"667",19,6,1982,12.317
"668",21,6,1982,12.145
"669",23,6,1982,12.079
"670",25,6,1982,11.918
"671",27,6,1982,11.868
"672",29,6,1982,11.76
"673",1,7,1982,11.425
"674",3,7,1982,11.442
"675",5,7,1982,11.344
"676",7,7,1982,11.165
"677",9,7,1982,11.043
"678",11,7,1982,10.816
"679",13,7,1982,10.664
"680",15,7,1982,10.436
"681",17,7,1982,10.264
"682",19,7,1982,10.179
"683",21,7,1982,10.022
"684",23,7,1982,9.782
"685",25,7,1982,9.638
"686",27,7,1982,9.417
"687",29,7,1982,9.22
"688",31,7,1982,9.016
"689",2,8,1982,8.939
"690",4,8,1982,8.746
"691",6,8,1982,8.672
"692",8,8,1982,8.45
"693",10,8,1982,8.437
"694",12,8,1982,8.366
"695",14,8,1982,8.152
"696",16,8,1982,8.008
"697",18,8,1982,8.027
"698",20,8,1982,7.915
"699",22,8,1982,7.79
"700",24,8,1982,7.759
"701",26,8,1982,7.7
"702",28,8,1982,7.582
"703",30,8,1982,7.55
"704",1,9,1982,7.404
"705",3,9,1982,7.248
"706",5,9,1982,7.233
"707",7,9,1982,7.182
"708",9,9,1982,7.18
"709",11,9,1982,7.173
"710",13,9,1982,7.16
"711",15,9,1982,7.196
"712",17,9,1982,7.197
"713",19,9,1982,7.224
"714",21,9,1982,7.329
"715",23,9,1982,7.422
"716",25,9,1982,7.417
"717",27,9,1982,7.495
"718",29,9,1982,7.666
"719",1,10,1982,7.768
"720",3,10,1982,8.016
"721",5,10,1982,8.184
"722",7,10,1982,8.331
"723",9,10,1982,8.875
"724",11,10,1982,9.179
"725",13,10,1982,9.429
"726",15,10,1982,9.608
"727",17,10,1982,9.797
"728",19,10,1982,9.836
"729",21,10,1982,9.847
"730",23,10,1982,10.067
"731",25,10,1982,10.198
"732",27,10,1982,10.423
"733",29,10,1982,10.564
"734",31,10,1982,10.615
"735",2,11,1982,10.817
"736",4,11,1982,10.893
"737",6,11,1982,11.131
"738",8,11,1982,11.03
"739",10,11,1982,11.203
"740",12,11,1982,11.348
"741",14,11,1982,11.573
"742",16,11,1982,11.792
"743",18,11,1982,11.774
"744",20,11,1982,11.698
"745",22,11,1982,11.854
"746",24,11,1982,11.929
"747",26,11,1982,12.192
"748",28,11,1982,12.483
"749",30,11,1982,12.695
"750",2,12,1982,12.822
"751",4,12,1982,12.866
"752",6,12,1982,12.963
"753",8,12,1982,13.223
"754",10,12,1982,13.351
"755",12,12,1982,13.503
"756",14,12,1982,13.606
"757",16,12,1982,13.84
"758",18,12,1982,13.895
"759",20,12,1982,14.016
"760",22,12,1982,13.963
"761",24,12,1982,14.093
"762",26,12,1982,14.183
"763",28,12,1982,14.144
"764",30,12,1982,14.159
"765",1,1,1983,14.253
"766",3,1,1983,14.306
"767",5,1,1983,14.494
"768",7,1,1983,14.467
"769",9,1,1983,14.615
"770",11,1,1983,14.648
"771",13,1,1983,14.622
"772",15,1,1983,14.916
"773",17,1,1983,15.014
"774",19,1,1983,15.052
"775",21,1,1983,15.314
"776",23,1,1983,15.396
"777",25,1,1983,15.347
"778",27,1,1983,15.401
"779",29,1,1983,15.554
"780",31,1,1983,15.68
"781",2,2,1983,15.737
"782",4,2,1983,15.719
"783",6,2,1983,15.695
"784",8,2,1983,15.822
"785",10,2,1983,15.791
"786",12,2,1983,15.999
"787",14,2,1983,16.056
"788",16,2,1983,15.971
"789",18,2,1983,16.056
"790",20,2,1983,16.167
"791",22,2,1983,16.238
"792",24,2,1983,16.28
"793",26,2,1983,16.352
"794",28,2,1983,16.203
"795",2,3,1983,16.049
"796",4,3,1983,15.958
"797",6,3,1983,15.971
"798",8,3,1983,16.101
"799",10,3,1983,16.172
"800",12,3,1983,16.349
"801",14,3,1983,16.412
"802",16,3,1983,16.214
"803",18,3,1983,16.069
"804",20,3,1983,16.212
"805",22,3,1983,16.057
"806",24,3,1983,15.976
"807",26,3,1983,15.964
"808",28,3,1983,15.926
"809",30,3,1983,15.849
"810",1,4,1983,15.886
"811",3,4,1983,15.914
"812",5,4,1983,15.734
"813",7,4,1983,15.706
"814",9,4,1983,15.528
"815",11,4,1983,15.574
"816",13,4,1983,15.317
"817",15,4,1983,15.145
"818",17,4,1983,15.063
"819",19,4,1983,14.839
"820",21,4,1983,14.819
"821",23,4,1983,14.695
"822",25,4,1983,14.553
"823",27,4,1983,14.442
"824",29,4,1983,14.366
"825",1,5,1983,14.045
"826",3,5,1983,13.929
"827",5,5,1983,13.935
"828",7,5,1983,13.787
"829",9,5,1983,13.703
"830",11,5,1983,13.64
"831",13,5,1983,13.587
"832",15,5,1983,13.502
"833",17,5,1983,13.433
"834",19,5,1983,13.319
"835",21,5,1983,13.313
"836",23,5,1983,13.27
"837",25,5,1983,13.209
"838",27,5,1983,13.132
"839",29,5,1983,13.052
"840",31,5,1983,13.005
"841",2,6,1983,12.837
"842",4,6,1983,12.764
"843",6,6,1983,12.69
"844",8,6,1983,12.59
"845",10,6,1983,12.54
"846",12,6,1983,12.412
"847",14,6,1983,12.311
"848",16,6,1983,12.276
"849",18,6,1983,12.146
"850",20,6,1983,12.16
"851",22,6,1983,12.111
"852",24,6,1983,11.965
"853",26,6,1983,11.989
"854",28,6,1983,11.896
"855",30,6,1983,11.748
"856",2,7,1983,11.515
"857",4,7,1983,11.398
"858",6,7,1983,11.261
"859",8,7,1983,11.233
"860",10,7,1983,11.108
"861",12,7,1983,11.088
"862",14,7,1983,10.913
"863",16,7,1983,10.767
"864",18,7,1983,10.491
"865",20,7,1983,10.214
"866",22,7,1983,10.076
"867",24,7,1983,9.911
"868",26,7,1983,9.655
"869",28,7,1983,9.56
"870",30,7,1983,9.364
"871",1,8,1983,9.224
"872",3,8,1983,9.046
"873",5,8,1983,8.935
"874",7,8,1983,8.731
"875",9,8,1983,8.638
"876",11,8,1983,8.46
"877",13,8,1983,8.32
"878",15,8,1983,8.073
"879",17,8,1983,7.948
"880",19,8,1983,7.899
"881",21,8,1983,7.903
"882",23,8,1983,7.777
"883",25,8,1983,7.639
"884",27,8,1983,7.534
"885",29,8,1983,7.445
"886",31,8,1983,7.402
"887",2,9,1983,7.321
"888",4,9,1983,7.314
"889",6,9,1983,7.243
"890",8,9,1983,7.204
"891",10,9,1983,7.238
"892",12,9,1983,7.305
"893",14,9,1983,7.246
"894",16,9,1983,7.261
"895",18,9,1983,7.322
"896",20,9,1983,7.499
"897",22,9,1983,7.412
"898",24,9,1983,7.425
"899",26,9,1983,7.519
"900",28,9,1983,7.731
"901",30,9,1983,7.879
"902",2,10,1983,8.143
"903",4,10,1983,8.38
"904",6,10,1983,8.638
"905",8,10,1983,8.774
"906",10,10,1983,8.943
"907",12,10,1983,9.123
"908",14,10,1983,9.205
"909",16,10,1983,9.453
"910",18,10,1983,9.585
"911",20,10,1983,9.673
"912",22,10,1983,9.878
"913",24,10,1983,10.085
"914",26,10,1983,9.558
"915",28,10,1983,10.259
"916",30,10,1983,10.314
"917",1,11,1983,10.549
"918",3,11,1983,10.737
"919",5,11,1983,10.883
"920",7,11,1983,10.84
"921",9,11,1983,10.956
"922",11,11,1983,11.172
"923",13,11,1983,11.322
"924",15,11,1983,11.473
"925",17,11,1983,11.635
"926",19,11,1983,11.802
"927",21,11,1983,11.9
"928",23,11,1983,11.934
"929",25,11,1983,12.167
"930",27,11,1983,12.208
"931",29,11,1983,12.337
"932",1,12,1983,12.769
"933",3,12,1983,12.664
"934",5,12,1983,12.877
"935",7,12,1983,13.042
"936",9,12,1983,13.043
"937",11,12,1983,13.192
"938",13,12,1983,13.344
"939",15,12,1983,13.366
"940",17,12,1983,13.325
"941",19,12,1983,13.322
"942",21,12,1983,13.326
"943",23,12,1983,13.539
"944",25,12,1983,13.54
"945",27,12,1983,13.664
"946",29,12,1983,13.855
"947",31,12,1983,13.907
"948",2,1,1984,14.103
"949",4,1,1984,14.237
"950",6,1,1984,14.262
"951",8,1,1984,14.303
"952",10,1,1984,14.387
"953",12,1,1984,14.37
"954",14,1,1984,14.388
"955",16,1,1984,14.411
"956",18,1,1984,14.302
"957",20,1,1984,14.505
"958",22,1,1984,14.626
"959",24,1,1984,14.703
"960",26,1,1984,14.788
"961",28,1,1984,14.821
"962",30,1,1984,14.893
"963",1,2,1984,15.026
"964",3,2,1984,15.107
"965",5,2,1984,15.107
"966",7,2,1984,15.08
"967",9,2,1984,14.988
"968",11,2,1984,15.181
"969",13,2,1984,15.178
"970",15,2,1984,15.335
"971",17,2,1984,15.427
"972",19,2,1984,15.47
"973",21,2,1984,15.456
"974",23,2,1984,15.467
"975",25,2,1984,15.534
"976",27,2,1984,15.561
"977",29,2,1984,15.567
"978",2,3,1984,15.431
"979",4,3,1984,15.483
"980",6,3,1984,15.554
"981",8,3,1984,15.57
"982",10,3,1984,15.587
"983",12,3,1984,15.58
"984",14,3,1984,15.676
"985",16,3,1984,15.764
"986",18,3,1984,15.809
"987",20,3,1984,15.78
"988",22,3,1984,15.614
"989",24,3,1984,15.479
"990",26,3,1984,15.486
"991",28,3,1984,15.504
"992",30,3,1984,15.446
"993",1,4,1984,15.389
"994",3,4,1984,15.335
"995",5,4,1984,15.268
"996",7,4,1984,15.16
"997",9,4,1984,15.321
"998",11,4,1984,15.287
"999",13,4,1984,15.107
